1000
[92106429, 0, 6, 12, 14]
select error on 92106582 : [92106582, 2, 15, 5, 5] , correct: [92106582, 2, 15, 5, 3]
rid returned from rid is [9223372036854739188]
select error on 92106583 : [92106583, 8, 18, 15, 11] , correct: [92106583, 8, 18, 15, 5]
rid returned from rid is [9223372036854739184]
select error on 92106584 : [92106584, 3, 18, 5, 14] , correct: [92106584, 3, 18, 5, 5]
rid returned from rid is [9223372036854739180]
select error on 92106585 : [92106585, 19, 20, 15, 3] , correct: [92106585, 19, 20, 15, 19]
rid returned from rid is [9223372036854739176]
select error on 92106586 : [92106586, 3, 14, 0, 5] , correct: [92106586, 3, 14, 0, 0]
rid returned from rid is [9223372036854739172]
select error on 92106587 : [92106587, 0, 3, 17, 0] , correct: [92106587, 0, 3, 17, 12]
rid returned from rid is [9223372036854739168]
select error on 92106588 : [92106588, 14, 0, 0, 11] , correct: [92106588, 14, 0, 0, 9]
rid returned from rid is [9223372036854739164]
rid returned from rid is [9223372036854739160]
select error on 92106590 : [92106590, 12, 6, 15, 3] , correct: [92106590, 12, 6, 15, 12]
rid returned from rid is [9223372036854739156]
rid returned from rid is [9223372036854739152]
select error on 92106592 : [92106592, 5, 3, 8, 8] , correct: [92106592, 5, 3, 8, 5]
rid returned from rid is [9223372036854739148]
select error on 92106593 : [92106593, 2, 11, 12, 3] , correct: [92106593, 2, 11, 12, 8]
rid returned from rid is [9223372036854739144]
select error on 92106594 : [92106594, 1, 5, 6, 6] , correct: [92106594, 1, 5, 6, 1]
rid returned from rid is [9223372036854739140]
select error on 92106595 : [92106595, 4, 12, 16, 16] , correct: [92106595, 4, 12, 16, 2]
rid returned from rid is [9223372036854739136]
select error on 92106596 : [92106596, 16, 0, 7, 10] , correct: [92106596, 16, 0, 7, 9]
rid returned from rid is [9223372036854739132]
select error on 92106597 : [92106597, 15, 17, 15, 19] , correct: [92106597, 15, 17, 15, 17]
rid returned from rid is [9223372036854739128]
select error on 92106598 : [92106598, 17, 5, 3, 12] , correct: [92106598, 17, 5, 3, 9]
rid returned from rid is [9223372036854739124]
select error on 92106599 : [92106599, 17, 16, 20, 7] , correct: [92106599, 17, 16, 20, 0]
rid returned from rid is [9223372036854739120]
select error on 92106600 : [92106600, 9, 3, 0, 8] , correct: [92106600, 9, 3, 0, 15]
rid returned from rid is [9223372036854739116]
select error on 92106601 : [92106601, 3, 12, 3, 0] , correct: [92106601, 3, 12, 3, 8]
rid returned from rid is [9223372036854739112]
select error on 92106602 : [92106602, 8, 14, 8, 11] , correct: [92106602, 8, 14, 8, 9]
rid returned from rid is [9223372036854739108]
select error on 92106603 : [92106603, 3, 14, 13, 9] , correct: [92106603, 3, 14, 13, 19]
rid returned from rid is [9223372036854739104]
select error on 92106604 : [92106604, 3, 0, 11, 3] , correct: [92106604, 3, 0, 11, 8]
rid returned from rid is [9223372036854739100]
select error on 92106605 : [92106605, 5, 14, 1, 15] , correct: [92106605, 5, 14, 1, 12]
rid returned from rid is [9223372036854739096]
select error on 92106606 : [92106606, 14, 15, 8, 16] , correct: [92106606, 14, 15, 8, 20]
rid returned from rid is [9223372036854739092]
rid returned from rid is [9223372036854739088]
select error on 92106608 : [92106608, 3, 2, 7, 9] , correct: [92106608, 3, 2, 7, 11]
rid returned from rid is [9223372036854739084]
select error on 92106609 : [92106609, 19, 12, 1, 18] , correct: [92106609, 19, 12, 1, 4]
rid returned from rid is [9223372036854739080]
select error on 92106610 : [92106610, 11, 16, 9, 18] , correct: [92106610, 11, 16, 9, 11]
rid returned from rid is [9223372036854739076]
rid returned from rid is [9223372036854739072]
select error on 92106612 : [92106612, 7, 3, 17, 8] , correct: [92106612, 7, 3, 17, 17]
rid returned from rid is [9223372036854739068]
select error on 92106613 : [92106613, 1, 2, 15, 17] , correct: [92106613, 1, 2, 15, 10]
rid returned from rid is [9223372036854739064]
select error on 92106614 : [92106614, 20, 17, 0, 11] , correct: [92106614, 20, 17, 0, 4]
rid returned from rid is [9223372036854739060]
select error on 92106615 : [92106615, 0, 8, 2, 19] , correct: [92106615, 0, 8, 2, 11]
rid returned from rid is [9223372036854739056]
select error on 92106616 : [92106616, 17, 15, 4, 17] , correct: [92106616, 17, 15, 4, 5]
rid returned from rid is [9223372036854739052]
select error on 92106617 : [92106617, 8, 7, 17, 16] , correct: [92106617, 8, 7, 17, 2]
rid returned from rid is [9223372036854739048]
select error on 92106618 : [92106618, 2, 5, 9, 11] , correct: [92106618, 2, 5, 9, 2]
rid returned from rid is [9223372036854739044]
select error on 92106619 : [92106619, 13, 0, 19, 16] , correct: [92106619, 13, 0, 19, 4]
rid returned from rid is [9223372036854739040]
rid returned from rid is [9223372036854739036]
rid returned from rid is [9223372036854739032]
select error on 92106622 : [92106622, 2, 16, 1, 6] , correct: [92106622, 2, 16, 1, 15]
rid returned from rid is [9223372036854739028]
select error on 92106623 : [92106623, 14, 3, 13, 0] , correct: [92106623, 14, 3, 13, 4]
rid returned from rid is [9223372036854739024]
select error on 92106624 : [92106624, 8, 10, 0, 16] , correct: [92106624, 8, 10, 0, 20]
rid returned from rid is [9223372036854739020]
select error on 92106625 : [92106625, 13, 6, 6, 13] , correct: [92106625, 13, 6, 6, 14]
rid returned from rid is [9223372036854739016]
select error on 92106626 : [92106626, 12, 4, 13, 19] , correct: [92106626, 12, 4, 13, 12]
rid returned from rid is [9223372036854739012]
select error on 92106627 : [92106627, 18, 10, 20, 13] , correct: [92106627, 18, 10, 20, 14]
rid returned from rid is [9223372036854739008]
select error on 92106628 : [92106628, 15, 3, 15, 12] , correct: [92106628, 15, 3, 15, 17]
rid returned from rid is [9223372036854739004]
select error on 92106629 : [92106629, 0, 14, 5, 14] , correct: [92106629, 0, 14, 5, 8]
rid returned from rid is [9223372036854739000]
select error on 92106630 : [92106630, 12, 7, 1, 18] , correct: [92106630, 12, 7, 1, 20]
rid returned from rid is [9223372036854738996]
select error on 92106631 : [92106631, 0, 10, 2, 1] , correct: [92106631, 0, 10, 2, 4]
rid returned from rid is [9223372036854738992]
rid returned from rid is [9223372036854738988]
select error on 92106633 : [92106633, 2, 13, 18, 18] , correct: [92106633, 2, 13, 18, 0]
rid returned from rid is [9223372036854738984]
select error on 92106634 : [92106634, 11, 14, 16, 15] , correct: [92106634, 11, 14, 16, 8]
rid returned from rid is [9223372036854738980]
select error on 92106635 : [92106635, 5, 20, 2, 17] , correct: [92106635, 5, 20, 2, 12]
rid returned from rid is [9223372036854738976]
select error on 92106636 : [92106636, 10, 16, 14, 13] , correct: [92106636, 10, 16, 14, 2]
rid returned from rid is [9223372036854738972]
select error on 92106637 : [92106637, 2, 10, 3, 1] , correct: [92106637, 2, 10, 3, 11]
rid returned from rid is [9223372036854738968]
select error on 92106638 : [92106638, 17, 5, 3, 10] , correct: [92106638, 17, 5, 3, 15]
rid returned from rid is [9223372036854738964]
select error on 92106639 : [92106639, 3, 0, 7, 11] , correct: [92106639, 3, 0, 7, 20]
rid returned from rid is [9223372036854738960]
select error on 92106640 : [92106640, 13, 11, 6, 14] , correct: [92106640, 13, 11, 6, 16]
rid returned from rid is [9223372036854738956]
select error on 92106641 : [92106641, 19, 7, 19, 0] , correct: [92106641, 19, 7, 19, 4]
rid returned from rid is [9223372036854738952]
select error on 92106642 : [92106642, 13, 2, 6, 5] , correct: [92106642, 13, 2, 6, 12]
rid returned from rid is [9223372036854738948]
select error on 92106643 : [92106643, 8, 15, 12, 3] , correct: [92106643, 8, 15, 12, 4]
rid returned from rid is [9223372036854738944]
select error on 92106644 : [92106644, 7, 4, 20, 4] , correct: [92106644, 7, 4, 20, 6]
rid returned from rid is [9223372036854738940]
select error on 92106645 : [92106645, 18, 9, 1, 15] , correct: [92106645, 18, 9, 1, 4]
rid returned from rid is [9223372036854738936]
select error on 92106646 : [92106646, 18, 8, 5, 5] , correct: [92106646, 18, 8, 5, 15]
rid returned from rid is [9223372036854738932]
select error on 92106647 : [92106647, 14, 2, 0, 2] , correct: [92106647, 14, 2, 0, 6]
rid returned from rid is [9223372036854738928]
select error on 92106648 : [92106648, 8, 15, 11, 18] , correct: [92106648, 8, 15, 11, 16]
rid returned from rid is [9223372036854738924]
select error on 92106649 : [92106649, 0, 16, 15, 2] , correct: [92106649, 0, 16, 15, 13]
rid returned from rid is [9223372036854738920]
select error on 92106650 : [92106650, 6, 14, 17, 16] , correct: [92106650, 6, 14, 17, 18]
rid returned from rid is [9223372036854738916]
select error on 92106651 : [92106651, 13, 5, 15, 3] , correct: [92106651, 13, 5, 15, 15]
rid returned from rid is [9223372036854738912]
select error on 92106652 : [92106652, 15, 7, 6, 14] , correct: [92106652, 15, 7, 6, 12]
rid returned from rid is [9223372036854738908]
select error on 92106653 : [92106653, 10, 13, 0, 7] , correct: [92106653, 10, 13, 0, 2]
rid returned from rid is [9223372036854738904]
select error on 92106654 : [92106654, 12, 13, 0, 10] , correct: [92106654, 12, 13, 0, 8]
rid returned from rid is [9223372036854738900]
select error on 92106655 : [92106655, 9, 11, 5, 5] , correct: [92106655, 9, 11, 5, 3]
rid returned from rid is [9223372036854738896]
select error on 92106656 : [92106656, 3, 18, 20, 20] , correct: [92106656, 3, 18, 20, 17]
rid returned from rid is [9223372036854738892]
select error on 92106657 : [92106657, 0, 5, 18, 2] , correct: [92106657, 0, 5, 18, 12]
rid returned from rid is [9223372036854738888]
select error on 92106658 : [92106658, 3, 5, 1, 15] , correct: [92106658, 3, 5, 1, 8]
rid returned from rid is [9223372036854738884]
select error on 92106659 : [92106659, 8, 20, 4, 17] , correct: [92106659, 8, 20, 4, 1]
rid returned from rid is [9223372036854738880]
select error on 92106660 : [92106660, 5, 15, 1, 19] , correct: [92106660, 5, 15, 1, 0]
rid returned from rid is [9223372036854738876]
select error on 92106661 : [92106661, 14, 15, 14, 2] , correct: [92106661, 14, 15, 14, 4]
rid returned from rid is [9223372036854738872]
select error on 92106662 : [92106662, 5, 1, 19, 0] , correct: [92106662, 5, 1, 19, 11]
rid returned from rid is [9223372036854738868]
select error on 92106663 : [92106663, 20, 7, 16, 9] , correct: [92106663, 20, 7, 16, 4]
rid returned from rid is [9223372036854738864]
select error on 92106664 : [92106664, 6, 8, 17, 0] , correct: [92106664, 6, 8, 17, 17]
rid returned from rid is [9223372036854738860]
select error on 92106665 : [92106665, 12, 9, 14, 3] , correct: [92106665, 12, 9, 14, 15]
rid returned from rid is [9223372036854738856]
select error on 92106666 : [92106666, 10, 20, 2, 16] , correct: [92106666, 10, 20, 2, 4]
rid returned from rid is [9223372036854738852]
select error on 92106667 : [92106667, 10, 2, 6, 1] , correct: [92106667, 10, 2, 6, 8]
rid returned from rid is [9223372036854738848]
select error on 92106668 : [92106668, 18, 15, 4, 18] , correct: [92106668, 18, 15, 4, 7]
rid returned from rid is [9223372036854738844]
select error on 92106669 : [92106669, 12, 5, 13, 11] , correct: [92106669, 12, 5, 13, 16]
rid returned from rid is [9223372036854738840]
select error on 92106670 : [92106670, 11, 20, 7, 3] , correct: [92106670, 11, 20, 7, 11]
rid returned from rid is [9223372036854738836]
select error on 92106671 : [92106671, 6, 19, 15, 10] , correct: [92106671, 6, 19, 15, 16]
rid returned from rid is [9223372036854738832]
select error on 92106672 : [92106672, 11, 6, 10, 13] , correct: [92106672, 11, 6, 10, 4]
rid returned from rid is [9223372036854738828]
select error on 92106673 : [92106673, 2, 14, 19, 11] , correct: [92106673, 2, 14, 19, 13]
rid returned from rid is [9223372036854738824]
select error on 92106674 : [92106674, 18, 15, 6, 4] , correct: [92106674, 18, 15, 6, 15]
rid returned from rid is [9223372036854738820]
select error on 92106675 : [92106675, 9, 19, 16, 16] , correct: [92106675, 9, 19, 16, 14]
rid returned from rid is [9223372036854738816]
select error on 92106676 : [92106676, 11, 4, 1, 4] , correct: [92106676, 11, 4, 1, 8]
rid returned from rid is [9223372036854738812]
select error on 92106677 : [92106677, 1, 8, 1, 11] , correct: [92106677, 1, 8, 1, 9]
rid returned from rid is [9223372036854738808]
select error on 92106678 : [92106678, 9, 14, 14, 5] , correct: [92106678, 9, 14, 14, 15]
rid returned from rid is [9223372036854738804]
select error on 92106679 : [92106679, 7, 6, 3, 4] , correct: [92106679, 7, 6, 3, 8]
rid returned from rid is [9223372036854738800]
select error on 92106680 : [92106680, 16, 18, 16, 20] , correct: [92106680, 16, 18, 16, 1]
rid returned from rid is [9223372036854738796]
select error on 92106681 : [92106681, 7, 13, 15, 6] , correct: [92106681, 7, 13, 15, 19]
rid returned from rid is [9223372036854738792]
select error on 92106682 : [92106682, 10, 3, 4, 13] , correct: [92106682, 10, 3, 4, 1]
rid returned from rid is [9223372036854738788]
select error on 92106683 : [92106683, 7, 1, 12, 13] , correct: [92106683, 7, 1, 12, 12]
rid returned from rid is [9223372036854738784]
select error on 92106684 : [92106684, 0, 15, 20, 3] , correct: [92106684, 0, 15, 20, 13]
rid returned from rid is [9223372036854738780]
select error on 92106685 : [92106685, 6, 9, 17, 1] , correct: [92106685, 6, 9, 17, 10]
rid returned from rid is [9223372036854738776]
select error on 92106686 : [92106686, 16, 19, 1, 7] , correct: [92106686, 16, 19, 1, 15]
rid returned from rid is [9223372036854738772]
select error on 92106687 : [92106687, 2, 3, 0, 11] , correct: [92106687, 2, 3, 0, 4]
rid returned from rid is [9223372036854738768]
select error on 92106688 : [92106688, 2, 12, 6, 0] , correct: [92106688, 2, 12, 6, 7]
rid returned from rid is [9223372036854738764]
select error on 92106689 : [92106689, 10, 19, 7, 16] , correct: [92106689, 10, 19, 7, 14]
rid returned from rid is [9223372036854738760]
select error on 92106690 : [92106690, 2, 9, 8, 20] , correct: [92106690, 2, 9, 8, 17]
rid returned from rid is [9223372036854738756]
select error on 92106691 : [92106691, 13, 15, 18, 2] , correct: [92106691, 13, 15, 18, 7]
rid returned from rid is [9223372036854738752]
select error on 92106692 : [92106692, 1, 7, 16, 1] , correct: [92106692, 1, 7, 16, 18]
rid returned from rid is [9223372036854738748]
select error on 92106693 : [92106693, 1, 20, 19, 4] , correct: [92106693, 1, 20, 19, 20]
rid returned from rid is [9223372036854738744]
rid returned from rid is [9223372036854738740]
select error on 92106695 : [92106695, 12, 11, 15, 0] , correct: [92106695, 12, 11, 15, 20]
rid returned from rid is [9223372036854738736]
select error on 92106696 : [92106696, 13, 3, 14, 14] , correct: [92106696, 13, 3, 14, 18]
rid returned from rid is [9223372036854738732]
select error on 92106697 : [92106697, 1, 7, 6, 4] , correct: [92106697, 1, 7, 6, 15]
rid returned from rid is [9223372036854738728]
select error on 92106698 : [92106698, 14, 9, 11, 9] , correct: [92106698, 14, 9, 11, 15]
rid returned from rid is [9223372036854738724]
select error on 92106699 : [92106699, 2, 10, 19, 1] , correct: [92106699, 2, 10, 19, 13]
rid returned from rid is [9223372036854738720]
select error on 92106700 : [92106700, 15, 8, 4, 11] , correct: [92106700, 15, 8, 4, 4]
rid returned from rid is [9223372036854738716]
select error on 92106701 : [92106701, 6, 18, 20, 15] , correct: [92106701, 6, 18, 20, 5]
rid returned from rid is [9223372036854738712]
select error on 92106702 : [92106702, 7, 10, 13, 17] , correct: [92106702, 7, 10, 13, 10]
rid returned from rid is [9223372036854738708]
select error on 92106703 : [92106703, 8, 3, 13, 3] , correct: [92106703, 8, 3, 13, 8]
rid returned from rid is [9223372036854738704]
select error on 92106704 : [92106704, 6, 1, 10, 5] , correct: [92106704, 6, 1, 10, 14]
rid returned from rid is [9223372036854738700]
select error on 92106705 : [92106705, 12, 17, 16, 6] , correct: [92106705, 12, 17, 16, 18]
rid returned from rid is [9223372036854738696]
select error on 92106706 : [92106706, 1, 16, 19, 3] , correct: [92106706, 1, 16, 19, 8]
rid returned from rid is [9223372036854738692]
select error on 92106707 : [92106707, 6, 7, 16, 10] , correct: [92106707, 6, 7, 16, 14]
rid returned from rid is [9223372036854738688]
select error on 92106708 : [92106708, 3, 15, 3, 14] , correct: [92106708, 3, 15, 3, 17]
rid returned from rid is [9223372036854738684]
select error on 92106709 : [92106709, 19, 10, 5, 13] , correct: [92106709, 19, 10, 5, 7]
rid returned from rid is [9223372036854738680]
select error on 92106710 : [92106710, 17, 12, 8, 3] , correct: [92106710, 17, 12, 8, 19]
rid returned from rid is [9223372036854738676]
select error on 92106711 : [92106711, 9, 6, 0, 10] , correct: [92106711, 9, 6, 0, 12]
rid returned from rid is [9223372036854738672]
select error on 92106712 : [92106712, 6, 15, 17, 2] , correct: [92106712, 6, 15, 17, 13]
rid returned from rid is [9223372036854738668]
select error on 92106713 : [92106713, 20, 10, 7, 3] , correct: [92106713, 20, 10, 7, 10]
rid returned from rid is [9223372036854738664]
select error on 92106714 : [92106714, 16, 1, 15, 6] , correct: [92106714, 16, 1, 15, 17]
rid returned from rid is [9223372036854738660]
select error on 92106715 : [92106715, 19, 17, 9, 16] , correct: [92106715, 19, 17, 9, 17]
rid returned from rid is [9223372036854738656]
select error on 92106716 : [92106716, 12, 20, 15, 1] , correct: [92106716, 12, 20, 15, 11]
rid returned from rid is [9223372036854738652]
select error on 92106717 : [92106717, 2, 16, 2, 14] , correct: [92106717, 2, 16, 2, 12]
rid returned from rid is [9223372036854738648]
select error on 92106718 : [92106718, 5, 14, 20, 17] , correct: [92106718, 5, 14, 20, 19]
rid returned from rid is [9223372036854738644]
select error on 92106719 : [92106719, 20, 19, 12, 0] , correct: [92106719, 20, 19, 12, 4]
rid returned from rid is [9223372036854738640]
select error on 92106720 : [92106720, 7, 1, 11, 7] , correct: [92106720, 7, 1, 11, 17]
rid returned from rid is [9223372036854738636]
select error on 92106721 : [92106721, 9, 10, 5, 6] , correct: [92106721, 9, 10, 5, 10]
rid returned from rid is [9223372036854738632]
select error on 92106722 : [92106722, 7, 14, 14, 14] , correct: [92106722, 7, 14, 14, 8]
rid returned from rid is [9223372036854738628]
select error on 92106723 : [92106723, 20, 5, 10, 20] , correct: [92106723, 20, 5, 10, 1]
rid returned from rid is [9223372036854738624]
select error on 92106724 : [92106724, 16, 16, 3, 4] , correct: [92106724, 16, 16, 3, 14]
rid returned from rid is [9223372036854738620]
select error on 92106725 : [92106725, 9, 17, 15, 19] , correct: [92106725, 9, 17, 15, 10]
rid returned from rid is [9223372036854738616]
select error on 92106726 : [92106726, 9, 15, 2, 3] , correct: [92106726, 9, 15, 2, 19]
rid returned from rid is [9223372036854738612]
select error on 92106727 : [92106727, 14, 2, 15, 3] , correct: [92106727, 14, 2, 15, 13]
rid returned from rid is [9223372036854738608]
rid returned from rid is [9223372036854738604]
select error on 92106729 : [92106729, 1, 10, 0, 12] , correct: [92106729, 1, 10, 0, 15]
rid returned from rid is [9223372036854738600]
select error on 92106730 : [92106730, 19, 16, 7, 9] , correct: [92106730, 19, 16, 7, 4]
rid returned from rid is [9223372036854738596]
rid returned from rid is [9223372036854738592]
select error on 92106732 : [92106732, 4, 0, 13, 12] , correct: [92106732, 4, 0, 13, 20]
rid returned from rid is [9223372036854738588]
select error on 92106733 : [92106733, 8, 13, 16, 7] , correct: [92106733, 8, 13, 16, 17]
rid returned from rid is [9223372036854738584]
select error on 92106734 : [92106734, 3, 6, 10, 3] , correct: [92106734, 3, 6, 10, 17]
rid returned from rid is [9223372036854738580]
select error on 92106735 : [92106735, 0, 20, 18, 0] , correct: [92106735, 0, 20, 18, 11]
rid returned from rid is [9223372036854738576]
select error on 92106736 : [92106736, 3, 5, 11, 14] , correct: [92106736, 3, 5, 11, 0]
rid returned from rid is [9223372036854738572]
select error on 92106737 : [92106737, 8, 20, 9, 16] , correct: [92106737, 8, 20, 9, 11]
rid returned from rid is [9223372036854738568]
select error on 92106738 : [92106738, 1, 1, 11, 7] , correct: [92106738, 1, 1, 11, 4]
rid returned from rid is [9223372036854738564]
select error on 92106739 : [92106739, 3, 13, 20, 9] , correct: [92106739, 3, 13, 20, 17]
rid returned from rid is [9223372036854738560]
select error on 92106740 : [92106740, 4, 5, 14, 14] , correct: [92106740, 4, 5, 14, 11]
rid returned from rid is [9223372036854738556]
rid returned from rid is [9223372036854738552]
select error on 92106742 : [92106742, 11, 4, 19, 13] , correct: [92106742, 11, 4, 19, 19]
rid returned from rid is [9223372036854738548]
select error on 92106743 : [92106743, 2, 9, 11, 17] , correct: [92106743, 2, 9, 11, 19]
rid returned from rid is [9223372036854738544]
select error on 92106744 : [92106744, 5, 11, 16, 13] , correct: [92106744, 5, 11, 16, 16]
rid returned from rid is [9223372036854738540]
select error on 92106745 : [92106745, 14, 6, 19, 7] , correct: [92106745, 14, 6, 19, 9]
rid returned from rid is [9223372036854738536]
select error on 92106746 : [92106746, 20, 20, 12, 9] , correct: [92106746, 20, 20, 12, 5]
rid returned from rid is [9223372036854738532]
select error on 92106747 : [92106747, 20, 15, 0, 15] , correct: [92106747, 20, 15, 0, 4]
rid returned from rid is [9223372036854738528]
select error on 92106748 : [92106748, 17, 16, 15, 3] , correct: [92106748, 17, 16, 15, 6]
rid returned from rid is [9223372036854738524]
select error on 92106749 : [92106749, 11, 11, 10, 8] , correct: [92106749, 11, 11, 10, 15]
rid returned from rid is [9223372036854738520]
select error on 92106750 : [92106750, 12, 9, 17, 17] , correct: [92106750, 12, 9, 17, 12]
rid returned from rid is [9223372036854738516]
select error on 92106751 : [92106751, 15, 2, 16, 11] , correct: [92106751, 15, 2, 16, 17]
rid returned from rid is [9223372036854738512]
select error on 92106752 : [92106752, 8, 10, 3, 6] , correct: [92106752, 8, 10, 3, 20]
rid returned from rid is [9223372036854738508]
select error on 92106753 : [92106753, 1, 8, 3, 9] , correct: [92106753, 1, 8, 3, 0]
rid returned from rid is [9223372036854738504]
select error on 92106754 : [92106754, 2, 6, 5, 20] , correct: [92106754, 2, 6, 5, 6]
rid returned from rid is [9223372036854738500]
select error on 92106755 : [92106755, 6, 11, 7, 1] , correct: [92106755, 6, 11, 7, 16]
rid returned from rid is [9223372036854738496]
select error on 92106756 : [92106756, 4, 19, 0, 4] , correct: [92106756, 4, 19, 0, 15]
rid returned from rid is [9223372036854738492]
select error on 92106757 : [92106757, 14, 12, 16, 4] , correct: [92106757, 14, 12, 16, 8]
rid returned from rid is [9223372036854738488]
select error on 92106758 : [92106758, 3, 12, 19, 19] , correct: [92106758, 3, 12, 19, 14]
rid returned from rid is [9223372036854738484]
select error on 92106759 : [92106759, 18, 17, 18, 12] , correct: [92106759, 18, 17, 18, 16]
rid returned from rid is [9223372036854738480]
select error on 92106760 : [92106760, 2, 16, 1, 14] , correct: [92106760, 2, 16, 1, 1]
rid returned from rid is [9223372036854738476]
select error on 92106761 : [92106761, 20, 7, 12, 5] , correct: [92106761, 20, 7, 12, 2]
rid returned from rid is [9223372036854738472]
select error on 92106762 : [92106762, 12, 7, 20, 1] , correct: [92106762, 12, 7, 20, 18]
rid returned from rid is [9223372036854738468]
select error on 92106763 : [92106763, 12, 9, 8, 9] , correct: [92106763, 12, 9, 8, 15]
rid returned from rid is [9223372036854738464]
select error on 92106764 : [92106764, 6, 5, 10, 6] , correct: [92106764, 6, 5, 10, 12]
rid returned from rid is [9223372036854738460]
select error on 92106765 : [92106765, 5, 12, 20, 17] , correct: [92106765, 5, 12, 20, 13]
rid returned from rid is [9223372036854738456]
select error on 92106766 : [92106766, 10, 19, 11, 5] , correct: [92106766, 10, 19, 11, 18]
rid returned from rid is [9223372036854738452]
select error on 92106767 : [92106767, 1, 0, 12, 12] , correct: [92106767, 1, 0, 12, 8]
rid returned from rid is [9223372036854738448]
select error on 92106768 : [92106768, 11, 18, 14, 11] , correct: [92106768, 11, 18, 14, 5]
rid returned from rid is [9223372036854738444]
rid returned from rid is [9223372036854738440]
select error on 92106770 : [92106770, 2, 7, 9, 0] , correct: [92106770, 2, 7, 9, 10]
rid returned from rid is [9223372036854738436]
select error on 92106771 : [92106771, 8, 8, 14, 11] , correct: [92106771, 8, 8, 14, 4]
rid returned from rid is [9223372036854738432]
select error on 92106772 : [92106772, 9, 12, 0, 16] , correct: [92106772, 9, 12, 0, 9]
rid returned from rid is [9223372036854738428]
select error on 92106773 : [92106773, 12, 8, 1, 9] , correct: [92106773, 12, 8, 1, 7]
rid returned from rid is [9223372036854738424]
select error on 92106774 : [92106774, 12, 2, 5, 4] , correct: [92106774, 12, 2, 5, 7]
rid returned from rid is [9223372036854738420]
select error on 92106775 : [92106775, 4, 5, 0, 8] , correct: [92106775, 4, 5, 0, 6]
rid returned from rid is [9223372036854738416]
select error on 92106776 : [92106776, 19, 10, 3, 11] , correct: [92106776, 19, 10, 3, 5]
rid returned from rid is [9223372036854738412]
select error on 92106777 : [92106777, 13, 0, 5, 12] , correct: [92106777, 13, 0, 5, 5]
rid returned from rid is [9223372036854738408]
select error on 92106778 : [92106778, 8, 0, 2, 10] , correct: [92106778, 8, 0, 2, 6]
rid returned from rid is [9223372036854738404]
select error on 92106779 : [92106779, 16, 13, 12, 14] , correct: [92106779, 16, 13, 12, 5]
rid returned from rid is [9223372036854738400]
select error on 92106780 : [92106780, 20, 2, 3, 10] , correct: [92106780, 20, 2, 3, 1]
rid returned from rid is [9223372036854738396]
select error on 92106781 : [92106781, 1, 13, 7, 2] , correct: [92106781, 1, 13, 7, 15]
rid returned from rid is [9223372036854738392]
select error on 92106782 : [92106782, 7, 5, 8, 6] , correct: [92106782, 7, 5, 8, 9]
rid returned from rid is [9223372036854738388]
select error on 92106783 : [92106783, 19, 16, 10, 0] , correct: [92106783, 19, 16, 10, 17]
rid returned from rid is [9223372036854738384]
select error on 92106784 : [92106784, 17, 0, 13, 12] , correct: [92106784, 17, 0, 13, 10]
rid returned from rid is [9223372036854738380]
select error on 92106785 : [92106785, 6, 7, 7, 19] , correct: [92106785, 6, 7, 7, 16]
rid returned from rid is [9223372036854738376]
select error on 92106786 : [92106786, 10, 16, 12, 5] , correct: [92106786, 10, 16, 12, 20]
rid returned from rid is [9223372036854738372]
select error on 92106787 : [92106787, 17, 19, 16, 19] , correct: [92106787, 17, 19, 16, 17]
rid returned from rid is [9223372036854738368]
select error on 92106788 : [92106788, 14, 12, 10, 0] , correct: [92106788, 14, 12, 10, 20]
rid returned from rid is [9223372036854738364]
select error on 92106789 : [92106789, 0, 11, 9, 14] , correct: [92106789, 0, 11, 9, 13]
rid returned from rid is [9223372036854738360]
select error on 92106790 : [92106790, 18, 11, 13, 2] , correct: [92106790, 18, 11, 13, 17]
rid returned from rid is [9223372036854738356]
select error on 92106791 : [92106791, 7, 9, 13, 20] , correct: [92106791, 7, 9, 13, 0]
rid returned from rid is [9223372036854738352]
select error on 92106792 : [92106792, 12, 19, 14, 16] , correct: [92106792, 12, 19, 14, 15]
rid returned from rid is [9223372036854738348]
select error on 92106793 : [92106793, 9, 19, 20, 17] , correct: [92106793, 9, 19, 20, 15]
rid returned from rid is [9223372036854738344]
select error on 92106794 : [92106794, 8, 0, 2, 20] , correct: [92106794, 8, 0, 2, 5]
rid returned from rid is [9223372036854738340]
select error on 92106795 : [92106795, 18, 7, 3, 1] , correct: [92106795, 18, 7, 3, 19]
rid returned from rid is [9223372036854738336]
select error on 92106796 : [92106796, 0, 0, 20, 17] , correct: [92106796, 0, 0, 20, 0]
rid returned from rid is [9223372036854738332]
rid returned from rid is [9223372036854738328]
select error on 92106798 : [92106798, 3, 7, 11, 7] , correct: [92106798, 3, 7, 11, 8]
rid returned from rid is [9223372036854738324]
select error on 92106799 : [92106799, 1, 2, 13, 5] , correct: [92106799, 1, 2, 13, 10]
rid returned from rid is [9223372036854738320]
select error on 92106800 : [92106800, 20, 8, 5, 20] , correct: [92106800, 20, 8, 5, 8]
rid returned from rid is [9223372036854738316]
select error on 92106801 : [92106801, 11, 5, 6, 6] , correct: [92106801, 11, 5, 6, 8]
rid returned from rid is [9223372036854738312]
select error on 92106802 : [92106802, 13, 13, 2, 5] , correct: [92106802, 13, 13, 2, 8]
rid returned from rid is [9223372036854738308]
